hotel_name,user_name,country,room_info,no_of_nights_stayed,stay_date,traveller_type,review_title,rating,happy_review,unhappy_review,review_date,scraped_at,happy_review_cleaned_v1,unhappy_review_cleaned_v1
"Hotel Indigo Singapore Katong, an IHG Hotel",Norlelawati,Singapore,1 King Bed Standard Heritage View with Bath,1.0,2023-12-01,Family,Exceptional,10.0,I like overall of the pranakan design in this hotel. Look elegant and stay in a traditional image.,"The flooring at the bathroom was slippery expecially for those who are in age of 50 or 60 yrs might be fall. My husband almost fall in the bathroom,luckily he manage to control balance.its look beautifully layout of the tiles but a bit slippery.",16/12/2023,11/02/2024,I like overall pranakan design hotel look elegant stay traditional image,floor bathroom slippery especially age yes might fall husband almost fall bathromluckily manage control balance look beautifully layout time bit slippery
"Hotel Indigo Singapore Katong, an IHG Hotel",Evangeline,Singapore,1  King Bed Standard,1.0,2023-11-01,Family,Exceptional,10.0,The hotel concept...has character. Love the complimentary minibar cupboard. The carrom board table and the foot bath. The location in an interesting neighbourhood made for an interesting staycation.,The toilet separated from.shower,15/12/2023,11/02/2024,hotel conceptual character love complimentary minimal cupboard board table foot bath location interesting neighbourhood make interesting starvation,toilet separate fromshower
"Hotel Indigo Singapore Katong, an IHG Hotel",Evangeline,Singapore,2 Twin Beds Standard,1.0,2023-11-01,Family,Exceptional,10.0,It is a quirky little hotel set in an interesting neighbourhood. Located near to train station. It has character steep in peranakan origins. Friendly staff. Lovely to walk around the area.,Not that near the city centre,15/12/2023,11/02/2024,quickly little hotel set interesting neighbourhood locate near train station character steep peranakan origin friendly staff lovely walk around area,near city centre
"Hotel Indigo Singapore Katong, an IHG Hotel",Eugene,Malaysia,Standard Room,6.0,2023-12-01,Family,"Overall, ai would stay here again if I have business in Katong neighborhood.",8.0,"Quite modern hotel. The location is good and fit our needs. Loved the quality tea and coffee in the room. I liked the gym and breakfast at Baba Chew. The staff were all very kind, patient, and friendly.",I didn’t like that I had to refill water at the lobby and the split toilet bathroom and shower facilities. The pillows were too soft and the room floors and carpet could be cleaner.,15/12/2023,11/02/2024,quite modern hotel location good fit need love quality tea coffee room I like grm breakfast baby chew staff kind patient friendly,I like I refill water lobby split toilet bathroom shower facility pillow soft room floor carpet could cleaner
"Hotel Indigo Singapore Katong, an IHG Hotel",Richard,United Kingdom,1  King Bed Standard,5.0,2023-12-01,Family,Exceptional,10.0,"Location was fantastic easy access to efficient buses, walking to the beach and thriving locality.Room was quiet and large with a separate toilet, rooftop pool was large and fantastic views Staff were genuinely friendlyWe will be definitely returning",Nothing at all,04/12/2023,11/02/2024,location fantastic easy access efficient bush walk beach thrive localityrom quiet large separate toilet rooftop pool large fantastic view staff genuinely friendly definitely return,nothing
"Hotel Indigo Singapore Katong, an IHG Hotel",Norita,Australia,1  King Bed Standard,4.0,2023-11-01,Couple,Exceptional,10.0,Uniquely beautiful modern hotel with a taste of Peranakan. Love the decor and the bed is very comfortable. The breakfast at Baba Chew restaurant downstairs is great and cleaver. Rooftop pool is great to chill and relax.,nan,01/12/2023,11/02/2024,unique beautiful modern hotel taste peranakan love door bed comfortable breakfast baby chew restaurant downstair great cleaver rooftop pool great chill relax,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Ronnie,Singapore,1  King Bed Standard,1.0,2023-11-01,Solo traveller,Exceptional,10.0,all,housekeeping doing the cleaning  on the other rooom around 8-9am  thats makes me awake so early.,26/11/2023,11/02/2024,,housekeep clean room around make I awake early
"Hotel Indigo Singapore Katong, an IHG Hotel",Maria,Australia,Standard Room,1.0,2023-11-01,Family,Exceptional,10.0,"Location was great, the room and facilities were excellent, breakfast was sensational and the staff were exceptionally helpful and friendly",It was wonderful - no complaints,20/11/2023,11/02/2024,location great room facility excellent breakfast sensational staff exceptionally helpful friendly,wonderful complaint
"Hotel Indigo Singapore Katong, an IHG Hotel",Norazman,Malaysia,1  King Bed Standard,1.0,2023-11-01,Couple,Pleasant stay,9.0,"Clean, friendly staff and good location",Nothing in particular,16/11/2023,11/02/2024,clean friendly staff good location,nothing particular
"Hotel Indigo Singapore Katong, an IHG Hotel",Christopher,New Zealand,Standard Room,1.0,2023-10-01,Family,Highly recommended,10.0,The young woman at reception whose name began with M was exceptionally helpful.,All was good.,15/11/2023,11/02/2024,young woman reception whose name begin exceptionally helpful,good
"Hotel Indigo Singapore Katong, an IHG Hotel",Allen,United States,1  King Bed Standard,3.0,2023-11-01,Couple,Exceptional,10.0,"Perfect location, short distance from the airport, historical neighborhood",nan,09/11/2023,11/02/2024,perfect location short distance airport historical neighborhood,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Robert,United States,1  King Bed Standard,2.0,2023-10-01,Couple,great option for the price.  i recommend.,10.0,"nice staff, helpful recommendations, good location, a grab reasonable ride to the popular areas, decent pool and gym, charming cozy room.","the room was a bit small for my taste, but good enough for two.  The gym could use better free-weights.  overall, i would stay again and i would recommend.",07/11/2023,11/02/2024,nice staff helpful recommendation good location grab reasonable ride popular area decent pool grm charming copy room,room bit small taste good enough two grm could use well freweight overall I would stay I would recommend
"Hotel Indigo Singapore Katong, an IHG Hotel",Paul,Singapore,1  King Bed Standard,3.0,2023-11-01,Family,Very good,8.0,Great decor and furniture .Very original with asian feel .large bed and interesting room configuration with  toilet one end bathroom the other end .Nice rooftop bar cafe with great view .Friendly staff .,No work desk .Noise from water tank filling up early morning .,06/11/2023,11/02/2024,great door furniture original asia feel large bed interesting room configuration toilet one end bathroom end nice rooftop bar cafe great view friendly staff,work desk noise water tank fill early morning
"Hotel Indigo Singapore Katong, an IHG Hotel",Ana,Singapore,1  King Bed Standard,2.0,2023-10-01,Group,Staff are friendly. We appreciate the offer of late check out so wonderful to have staff that think about guest’s welfar,8.0,Beautiful Deco.,nan,06/11/2023,11/02/2024,beautiful deck,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Kos,Vietnam,1 King Standard Heritage View,2.0,2023-10-01,Family,Exceptional,10.0,Everything was excellent,Nothing,05/11/2023,11/02/2024,everything excellent,nothing
"Hotel Indigo Singapore Katong, an IHG Hotel",Rashad,Azerbaijan,Standard Room,2.0,2023-11-01,Solo traveller,Exceptional,10.0,"Personnel is so helpful, specially Rosa so much helped me. Thank you",air conditioner makes too much noise,01/11/2023,11/02/2024,personnel helpful specially rosa much help I thank,air condition make much noise
"Hotel Indigo Singapore Katong, an IHG Hotel",Naifkt,Saudi Arabia,1 King Bed Standard Heritage View with Bath,6.0,2023-10-01,Couple,Unique Experience,8.0,The beds are very comfortable.. the staff are very friendly and helpful.. we have arrived in the morning and fortunately we got an early check-in by Mr Saiful and his colleagues..,"The breakfast is good, but it could've been better and more diverse.The isolation between the rooms is not that good. it could've been stronger for more privacy.",01/11/2023,11/02/2024,bed comfortable staff friendly helpful arrive morning fortunately get early check mr painful colleague,breakfast good could well diversethe isolation room good could strong privacy
"Hotel Indigo Singapore Katong, an IHG Hotel",Linda,Australia,1  King Bed Standard,2.0,2023-10-01,Couple,"Looks nice, but noisy.",8.0,"Lovely looking room, good breakfast, really friendly and helpful staff","As some other reviewers have commented, the acoustics of the building are awful. It makes a real racket when people in adjoining rooms have a shower, and you can hear noise from the corridors very clearly. Our sleep was often disrupted. This is an unfixable problem and we wouldn't stay here again for this reason.Also, a word of warning: they hold a $100 PER NIGHT deposit on your credit card, 'in case of damages'. As we stayed 3 nights, they held $300. This is ridiculously excessive and not something I have ever encountered before anywhere else.",30/10/2023,11/02/2024,lovely look room good breakfast really friendly helpful staff,review comment caustic build awful make real jacket people adjoin room shower hear noise corridor clearly sleep often disrupt unfixable problem would stay reasonalso word warn hold per night deposit credit card case damage stay night hold ridiculously excessive something I ever encounter anywhere else
