username,rating,content,ip_address,time,Attraction,cleaned_content,all_words,verbs,nouns,adjectives
134****0151,5.0,值得一去的地方，新加坡是一座花园城市，有很多美食可以治愈一切，也是一个没有种族歧视的国家,浙江,27/07/2023,USS,值得一去的地方新加坡是一座花园城市有很多美食可以治愈一切也是一个没有种族歧视的国家,值得 一去 地方 新加坡 一座 花园 城市 很多 美食 治愈 种族歧视 国家,值得 治愈,地方 新加坡 花园 城市 美食 国家,
悠莜琦琦,4.0,一日票可以在当日内多次入场，出园时让工作人员在手背上盖一个荧光章，然后凭门票和印章就可以再次入园啦。还是很方便，吃了又进去玩。,浙江,18/11/2023,USS,一日票可以在当日内多次入场出园时让工作人员在手背上盖一个荧光章然后凭门票和印章就可以再次入园啦。还是很方便吃了又进去玩。,一日 票 当日 入场 出 园 工作人员 在手 背上 盖 荧光 章 门票 印章 再次 入园 吃 进去 玩,出 在手 盖 吃 进去 玩,票 入场 园 工作人员 荧光 门票 印章 入园,
悠莜琦琦,4.0,来之前自己带个一次性雨衣，因为漂流容易湿，里面买比较贵。顺便说下，鞋偶尔也会湿。但是天气热，淋湿也就淋湿吧，晒晒也就干了。哈哈,浙江,18/11/2023,USS,来之前自己带个一次性雨衣因为漂流容易湿里面买比较贵。顺便说下鞋偶尔也会湿。但是天气热淋湿也就淋湿吧晒晒也就干了。哈哈,带 一次性 雨衣 漂流 湿 买 贵 顺便 鞋 偶尔 湿 天气 热 淋湿 淋湿 晒晒 干,带 买 晒晒 干,雨衣 鞋 天气 热 淋湿 淋湿,漂流 湿 贵 顺便 湿
悠莜琦琦,4.0,可以下载新加坡环球影城APP，随时查看排队时间，但是我安卓手机，谷歌账号没申请好，没下载的了，大家提前搞定。地图里面有二维码。,浙江,18/11/2023,USS,可以下载新加坡环球影城APP随时查看排队时间但是我安卓手机谷歌账号没申请好没下载的了大家提前搞定。 。,下载 新加坡 环球 影城 APP 查看 排队 时间 安卓 手机 谷歌 账号 没 申请 没 下载 提前 搞定  ,下载 查看 没 申请 没 下载 提前 搞定,新加坡 环球 影城 排队 时间 安卓 手机 谷歌 账号,
匿名用户,5.0,非常值得去，游客虽然多，但都非常的井然有序，娱乐项目很吸引人，孩子玩的特别的开心、尽兴，连带着我们这些成人都感觉玩的不亦乐乎。,辽宁,06/11/2023,USS,非常值得去游客虽然多但都非常的井然有序娱乐项目很吸引人孩子玩的特别的开心尽兴连带着我们这些成人都感觉玩的不亦乐乎。,值得 游客 井然有序 娱乐 项目 吸引 孩子 玩 特别 开心 尽兴 连带 成人 感觉 玩 不亦乐乎,值得 娱乐 吸引 玩 开心 玩,游客 项目 孩子 连带 成人 感觉,
小橙子xczmm,4.0,优速通道很多项目没有专人管理，导致很多游客不知道哪里开始排队，因为优速通的队伍人好多,新加坡,14/02/2024,USS,优速通道很多项目没有专人管理导致很多游客不知道哪里开始排队因为优速通的队伍人好多,优速 通道 很多 项目 专人 管理 导致 很多 游客 排队 优速通 队伍 好多,通道 管理 导致,优速 项目 专人 游客 排队 优速通 队伍,
Mikhail Misha,5.0,全世界有好几个环球影城，最著名的是美国加利福利亚州洛杉矶的环球影城，好莱坞的光环笼罩着它，但是新加坡圣淘沙岛上的环球影城，一点也不比好莱坞的那个环球影城差啊，点赞！,贵州,04/09/2023,USS,全世界有好几个环球影城最著名的是美国加利福利亚州洛杉矶的环球影城好莱坞的光环笼罩着它但是新加坡圣淘沙岛上的环球影城一点也不比好莱坞的那个环球影城差啊点赞。,全世界 好几个 环球 影城 著名 美国 加利福 利亚州 洛杉矶 环球 影城 好莱坞 光环 笼罩着 新加坡 圣淘沙 岛上 环球 影城 一点 好莱坞 环球 影城 差 赞,赞,全世界 环球 影城 美国 加利福 利亚州 洛杉矶 环球 影城 好莱坞 光环 新加坡 圣淘沙 环球 影城 好莱坞 环球 影城,著名 差
匿名用户,4.7,能玩过山车项目的进去还是很值得！60岁以上老人不建议进去！1.02米以下幼儿不建议,新加坡,08/02/2024,USS,能玩过山车项目的进去还是很值得。岁以上老人不建议进去。。米以下幼儿不建议,玩 过山车 项目 进去 值得 岁 老人 建议 进去 米 幼儿 建议,玩 进去 值得 进去,过山车 项目 老人 建议 幼儿 建议,
小豆豆好调皮哎,3.3,设施十分老旧，2013年建的，有很多设备在维修，设计颜色、风格看着有点out了……话说回来，10年的标准来看9很6……反正我觉得失望……别人咋想咱不知道……对比一下上海迪士尼，北京环球影城……你懂的……,柬埔寨,06/10/2023,USS,设施十分老旧年建的有很多设备在维修设计颜色风格看着有点out了话说回来年的标准来看很反正我觉得失望别人咋想咱不知道对比一下上海迪士尼北京环球影城你懂的,设施 老 旧年 建 很多 设备 维修 设计 颜色 风格 看着 out 话说回来 标准 来看 反正 失望 想 上海 迪士尼 北京 环球 影城 懂,建 设备 维修 设计 看着 失望 想 懂,设施 颜色 风格 标准 上海 迪士尼 北京 环球 影城,老
135****9408,3.7,这个环球很小，项目还是可以的，木乃伊和变形金刚强烈推荐，感觉所有项目时间都很短。表演方面，我们就刷了水世界，还是不错滴，第一排随时会被工作人员拉去互动，互动就是把你全身浇湿。不过工作人员会提前询问你的接受能力，能力强的会直接浇一桶水，不强的就意思意思，还算人性化的。餐厅的东西确实不如日本那么精致，而且正宗的印度咖喱还是有些接受不了。,上海,05/10/2023,USS,这个环球很小项目还是可以的木乃伊和变形金刚强烈推荐感觉所有项目时间都很短。表演方面我们就刷了水世界还是不错滴第一排随时会被工作人员拉去互动互动就是把你全身浇湿。不过工作人员会提前询问你的接受能力能力强的会直接浇一桶水不强的就意思意思还算人性化的。餐厅的东西确实不如日本那么精致而且正宗的印度咖喱还是有些接受不了。,环球 很小 项目 木乃伊 变形金刚 强烈推荐 感觉 项目 时间 短 表演 刷 水 世界 不错 滴 第一排 工作人员 拉 互动 互动 全身 浇湿 工作人员 提前 询问 接受 能力 能力 强 浇 一桶 水 强 算 人性化 餐厅 东西 确实 日本 精致 正宗 印度 咖喱 接受 不了,表演 刷 滴 拉 浇湿 提前 询问 接受 浇 算 接受 不了,环球 项目 木乃伊 变形金刚 感觉 项目 时间 水 世界 工作人员 全身 工作人员 能力 能力 水 人性化 餐厅 东西 日本 正宗 印度 咖喱,很小 短 不错 强 强 确实 精致
118****084,4.0,新加坡影城是全球最小的，在日本已经玩过一次，这次的新加坡再玩，主要是给孩子体验不同的感受！今天上午一直下雨，本来以为今天没法玩了，但是当我们冒雨到达门口时，雨停了，而且恰逢周一和雨天，感觉人不是很多，买了快速通道票，直接进去，没人排队，再看看旁边的普通票，也只是几个人排队，不知道是是不气幸运了！所以今天能玩的最尽兴，时间安排得也刚好衔接上，最热门的变形金刚闭馆维修，太遗憾了！过山车，儿子坐了两次，红线蓝线都坐了，说明人并不多，“遗失的世界”确实恐怖，吓得我再也不敢再去一次！漂流项目和水上世界，都很好玩，今天是玩的最嗨的一次，也算是花费的门票心理觉得值得了！可惜了，没有体验到变形金刚！对比之下，孩子们最喜欢的还是小黄人和哈利波特，可能还是日本的比较好玩！,广西,27/08/2023,USS,新加坡影城是全球最小的在日本已经玩过一次这次的新加坡再玩主要是给孩子体验不同的感受。今天上午一直下雨本来以为今天没法玩了但是当我们冒雨到达门口时雨停了而且恰逢周一和雨天感觉人不是很多买了快速通道票直接进去没人排队再看看旁边的普通票也只是几个人排队不知道是是不气幸运了。所以今天能玩的最尽兴时间安排得也刚好衔接上最热门的变形金刚闭馆维修太遗憾了。过山车儿子坐了两次红线蓝线都坐了说明人并不多遗失的世界确实恐怖吓得我再也不敢再去一次。漂流项目和水上世界都很好玩今天是玩的最嗨的一次也算是花费的门票心理觉得值得了。可惜了没有体验到变形金刚。对比之下孩子们最喜欢的还是小黄人和哈利波特可能还是日本的比较好玩。,新加坡 影城 全球 最小 日本 玩 新加坡 玩 孩子 体验 感受 今天上午 下雨 本来 没法 玩 冒雨 到达 门口 时雨 停 恰逢 周一 雨天 感觉 很多 买 快速通道 票 进去 没 排队 旁边 票 几个 排队 不气 幸运 能玩 尽兴 时间 安排 刚好 衔接 热门 变形金刚 闭馆 维修 太 遗憾 过山车 儿子 坐 两次 红线 蓝线 坐 并不多 遗失 世界 确实 恐怖 再也 漂流 项目 水上 世界 好玩 玩 嗨 算是 花费 门票 心理 值得 可惜 体验 变形金刚 之下 孩子 喜欢 黄人 哈利波 特 日本 好玩,玩 玩 感受 下雨 没法 玩 冒雨 到达 停 恰逢 买 进去 没 安排 衔接 维修 坐 坐 好玩 玩 算是 值得 可惜 喜欢 好玩,新加坡 影城 全球 日本 新加坡 孩子 体验 今天上午 时雨 感觉 快速通道 票 排队 票 排队 能玩 时间 热门 变形金刚 闭馆 过山车 儿子 红线 蓝线 遗失 世界 项目 世界 花费 门票 心理 体验 变形金刚 孩子 黄人 哈利波 日本,最小 不气 幸运 遗憾 确实 恐怖 漂流
匿名用户,5.0,非常方便，可以马上买当天的票入园，不用提前预定，直接刷码进园，真的非常非常方便推荐！！！！！！！！！！！！！！！！！！！,广东,20/08/2023,USS,非常方便可以马上买当天的票入园不用提前预定直接刷码进园真的非常非常方便推荐。。。。。。。。。。。。。。。。。。。,马上 买 当天 票入 园 不用 提前 预定 刷码 进园 真的 推荐,买 不用 提前 预定 推荐,票入 园 刷码 进园,
M44****5688,3.0,太小了～设施不怎么有趣…express 很好用，但是太贵。。。新加坡旅行，即便是带孩子的，还是建议暴走城市或骑行城市，没必要一定要去主题公园～新加坡环球不建议。,新加坡,13/02/2024,USS,太小了设施不怎么有趣express 很好用但是太贵。。。新加坡旅行即便是带孩子的还是建议暴走城市或骑行城市没必要一定要去主题公园新加坡环球不建议。,太小 设施 不怎么 有趣 express   很好 太贵 新加坡 旅行 带 孩子 建议 暴走 城市 骑行 城市 没 主题公园 新加坡 环球 建议,旅行 带 暴走 骑行 没,太小 设施 太贵 新加坡 孩子 建议 城市 城市 主题公园 新加坡 环球 建议,有趣
138****1815,5.0,非常好玩明年再带儿子去新加坡环球影城,江苏,26/08/2023,USS,非常好玩明年再带儿子去新加坡环球影城,好玩 明年 带 儿子 新加坡 环球 影城,好玩 带,儿子 新加坡 环球 影城,
匿名用户,5.0,还是很值得去的，虽然小，但胜在不累,陕西,05/12/2023,USS,还是很值得去的虽然小但胜在不累,值得 胜 不累,值得 胜 不累,,
匿名用户,5.0,很开心，非常满意！国内环球影城人山人海，坡县基本不需要排队，4小时全通关！,江苏,09/09/2023,USS,很开心非常满意。国内环球影城人山人海坡县基本不需要排队小时全通关。,开心 满意 国内 环球 影城 人山人海 坡 县 排队 小时 全 通关,开心 满意 通关,环球 影城 人山人海 坡 县 排队 小时,全
匿名用户,4.7,说实话没想到新加坡的环球影城这么小哦 人也很多哦 但是女生拍照还是很好看的,浙江,02/12/2023,USS,说实话没想到新加坡的环球影城这么小哦。人也很多哦。但是女生拍照还是很好看的,说实话 没想到 新加坡 环球 影城 很多 女生 拍照 好看,拍照 好看,新加坡 环球 影城 女生,
M15****195,5.0,新加坡环影很小，刺激项目不多，很适合我家5岁宝宝，给热情的工作人员👍很喜欢小黄人，可惜小黄人乐园24年才开,广东,30/08/2023,USS,新加坡环影很小刺激项目不多很适合我家岁宝宝给热情的工作人员很喜欢小黄人可惜小黄人乐园年才开,新加坡 环影 很小 刺激 项目 不多 适合 我家 岁 宝宝 热情 工作人员 喜欢 黄人 可惜 黄人 乐园 年才 开,刺激 适合 喜欢 可惜 开,新加坡 环影 项目 宝宝 热情 工作人员 黄人 黄人 乐园,很小
匿名用户,3.7,在新加坡环球影城当天买多次快速通道只需要新币120，在携程提早一天买多次快速通道要人民币844元，在携程买还贵，到现场买还划算，相差人民币200元,广东,30/01/2024,USS,在新加坡环球影城当天买多次快速通道只需要新币在携程提早一天买多次快速通道要人民币元在携程买还贵到现场买还划算相差人民币元,新加坡 环球 影城 当天 买 快速通道 新币 携程 提早 买 快速通道 人民币 元在 携程 买 贵 现场 买 划算 相差 人民币 元,买 提早 买 买 买 划算 相差,新加坡 环球 影城 快速通道 新币 携程 快速通道 人民币 携程 现场 人民币,贵
立咯海滩江总,5.0,餐券可以一次性全用完，后悔没多买。四张用下来省了不少，简单看了一下园内餐厅基本都能用。我们也没选，看到人稍微少点的就跑去了，简单吃点把时间留在玩上,广东,05/10/2023,USS,餐券可以一次性全用完后悔没多买。四张用下来省了不少简单看了一下园内餐厅基本都能用。我们也没选看到人稍微少点的就跑去了简单吃点把时间留在玩上,餐券 一次性 全用 完 后悔 没 买 四张 省 不少 简单 园内 餐厅 没选 稍微 少点 跑 简单 吃 时间 留在 玩,完 后悔 买 没选 跑 吃 留在 玩,餐券 全用 省 餐厅 时间,简单 简单
